Symbol,Description
0IW3.L,SVINEKOMPLEKS NIKOLOVO AD BGN1
0IW5.L,THALES EUR3
0IW7.L,THOMSON SA EUR3.75
0IWO.L,INTERLOGIC REAL ESTATE JSC BGN1 (POST-SUBDIVISION)
0IWU.L,FABASOFT AG NPV
0IWV.L,VAN DE VELDE ORD NPV
0IWZ.L,ESKER EUR2
0IX0.L,GENERALE LOCATION EUR4
0IXL.L,NRJ GROUP ORD NPV
0IXN.L,TOUAX(TOUAGE INVESTISSEMENT) EUR8
0IXR.L,HYGEIA S.A. EUR0.41(CR)
0IXT.L,LATECOERE EUR2
0IXZ.L,BOLLORE SA EUR16
0IY1.L,ATRIA EUR1.70
0IYF.L,IDEAL GROUP SA PREF SHS EUR1.50
0IYG.L,AF AB SER`B` NPV
0IYS.L,PIRELLI & CO SPA EUR0.52
0IYU.L,TRASMISSIONE ELETTRICITA RETE NAZIO ORD EUR0.22
0IZ6.L,SIPEF NV(INTERN PLANT & FINANCE) NPV
0IZ8.L,HENKEL AG & CO KGAA NPV(BR)
0IZC.L,HENKEL AG & CO KGAA NON.V PRF NPV
0IZM.L,ABG SUNDAL COLLIER HLDG ASA NOK0.23`A`
0J04.L,ALLGEMEINE BAUGESELLSCHAFT PORR AG NPV(VAR)
0J1G.L,GREENERGYCAPITAL SPA NPV
0J1N.L,SPAREBANKEN NORD NORGE NOK50
0J1R.L,RYTU SKIRTOMIEJI TINKLAI LTL1
0J1Z.L,ZON MULTIMEDIA SERVICIOS EUR0.01
0J2O.L,CROSSWOOD SA EUR3
0J2R.L,ALSTOM EUR14
0J2X.L,EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1
0J38.L,COHERIS EUR0.40
0J39.L,SOFIBUS NPV
0J3F.L,SODEXHO EUR4
0J3H.L,SLUNTCHEV DEN JSC - PLOVDIV BGN1
0J3X.L,COFINIMMO ORD NPV
0J4M.L,BANCO PASTOR EUR0.33 (POST SPLIT)
0J50.L,ORAD HI TEC SYSTEMS ORD ILS0.01
0J5B.L,ELECTROMAGNETIC GEOSERVICES NOK0.25
0J5Q.L,DANE ELEC MEMORY EUR0.32
0J6U.L,CATERING INTL SERVICES CIS EUR0.80
0J6V.L,FONCIERE DES REGIONS GFR EUR3
0J6X.L,TELEPERFORMANCE EUR2.50
0J6Y.L,SOCIETE GENERALE EUR1.25
0J74.L,ELECTRICITE DE STRASBOURG EUR10(REGD)
0J77.L,ODFJELL ASA SER`A`NOK2.5
0J7D.L,VRANKEN-POMMERY MONOPOLE EUR15
0J7X.L,MBB INDUSTRIES AG NPV
0J86.L,GERARD PERRIER INDUSTRIE EUR1
0J8S.L,ASPO OYJ NPV
0J8W.L,JACQUET METALS SA NPV
0J9C.L,DUERR AG NPV
0J9O.L,MANZ AUTOMATION AG NPV
0JAV.L,EINHELL GERMANY AG NON VTG PREF NPV
0JBY.L,ELANDERS AB SER`B`NPV
0JD3.L,JULIUS MEINL COFFEE INTL. AS EUR0.34 SERIES`3`
0JDI.L,ENERVIT SPA NPV
0JDM.L,
0JDP.L,BABCOCK BORSIG AG(NEW) NPV
0JE5.L,AMERICAN SHIPPING CO ASA NOK10
0JEV.L,OPTION NV NPV
0JEW.L,COLRUYT SA NPV
0JEZ.L,PSI GROUP NOK0.62
0JFM.L,ZLATA MONETA II NPV
0JFT.L,MARINE FARMS AS NOK2
0JG5.L,ELEKTROBIT OYJ NPV
0JGB.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF MSCI EMERGING MARKETS
0JGK.L,LYXOR INTL ASSET MANAGEMENT MSCI US TECH MASTER UNIT
0JH0.L,REJLERKONCERNEN AB NPV`B`
0JH2.L,WIENER PRIVATBANK SE ATS100
0JH3.L,UNITED MAILSOLUTIONS HOLDING AG NPV
0JH4.L,SPAR NORD BANK AS DKK10
0JHN.L,PIPIS BROTHERS FARM EUR0.34
0JHR.L,TELEPLAN INTERNATIONAL NV EUR0.25
0JHU.L,PORSCHE AUTOMOBIL HLDG SE NON VTG PRF NPV
0JI9.L,THIN FILM ELECTRONICS ASA NOK0.11
0JIU.L,KONINKLIJKE BRILL NV EUR0.60
0JJJ.L,PROSAFE PRODUCTION USD0.1
0JJM.L,BIOPORTO A/S DKK3
0JJP.L,ACTIA GROUP EUR0.75
0JK4.L,TAG TEGERNSEE IMMO AG NPV
0JKF.L,1 GARANTOVANA A.S. EUR33
0JLQ.L,SANOMA CORP NPV
0JLW.L,B+S BANKSYSTEME AG NPV
0JMU.L,TECHNOTRANS AG NPV
0JN9.L,DSV DKK1
0JOD.L,JINHUI SHIPPING & TRANSPORTATION ORD USD0.05
0JOI.L,RICOH CO NPV
0JOP.L,RAMADA INVESTIMENTOS SGPS SA EUR1
0JPB.L,KUNERT NON VTG PRF NPV
0JQI.L,AUDIO VISUAL ENTERPRISES S.A EUR0.7
0JQQ.L,ARCHER-DANIELS-MIDLAND CO COM STK NPV
0JQR.L,ATMEL CORP COM STK USD0.001
0JR1.L,BINDER&CO AG NPV (BR)
0JR2.L,LEONARDO VENTURE KGAA COM NPV
0JR9.L,REINET INVESTMENTS SCA NPV
0JRL.L,KOGEL FAHRZEUGWERK AG NON VTG PRF NPV
0JS2.L,MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR HUF1000
0JSU.L,SIPEF SA NPV
0JT5.L,MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR HUF1000
0JTZ.L,FRAPORT AG NPV
0JVS.L,HYPOPORT AG NPV
0JWO.L,ATEA ASA NOK10
0JX9.L,MARIMEKKO OY NPV
0JXF.L,PROTECTOR FORSIKRING ASA NOK1
0JXZ.L,GALAPAGOS NV ORD NPV
0JYM.L,MLP AG NPV
0JYO.L,BB BIOTECH CHF1
0JYZ.L,LOOMIS AB NPV`B`
0JZ0.L,LOVECH-TOURS JSC BGN1
0JZ1.L,RECYCLIRASHTO PREDPRIATIE AD BGN1
0JZ8.L,PINGUINLUTOSA NV NPV
0JZS.L,LPKF LASER & ELECTRONICS AG NPV
0JZZ.L,VALUE8 NV EUR2
0K02.L,GLOBE TRADE CENTRE SA PLN0.1
0K11.L,WACKER NEUSON SE NPV
0K2D.L,BIRDSTEP TECHNOLOGY NOK1
0K2F.L,BILLBOARD AD BGN10
0K2K.L,CBA ASSET MANAGEMENT AD BGN1
0K2P.L,EXPAT BETA REIT-SOFIA BGN1
0K3H.L,
0K45.L,EXOR SPA EUR0.52
0K4O.L,ICADE (NEW) NPV
0K5E.L,DRAGERWERK AG NON VTG PREF NPV
0K6F.L,WINTER AG NPV
0K6O.L,RILKEN S.A. EUR2
0K6R.L,NORDECON INTERNATIONAL EEK10
0K75.L,CLOETTA AB `B`NPV
0K78.L,ASSICURAZIONI GENERALI SPA EUR1
0K7F.L,AURUBIS AG ORD NPV
0K7J.L,ANTENA 3 TELEVISION EUR0.75
0K7U.L,AGFA GEVAERT NV ORD NPV
0K7V.L,AKER ASA SER `A` NOK28
0K7X.L,AUTOLIV INC USD1 SDR
0K80.L,APRIL GROUP EUR0.4
0K85.L,AZIMUT HLDG S.P.A ORD NPV
0K8D.L,BOLIDEN AB NPV.
0K8J.L,AREVA(CI) EUR38(CERT D`INVEST)
0K8M.L,CARGOTEC CORPORATION NPV ORD `B`
0K8N.L,BENETEAU EUR0.10
0K8W.L,DERICHEBOURG EUR2
0K91.L,EUROCASTLE INVESTMENT ORD NPV
0K92.L,EDISON SPA EUR1
0K93.L,CREDITO EMILIANO SPA EUR1
0K96.L,GRUPO EMPRESARIAL ENCE SA EUR0.9
0K97.L,ELECNOR SA EUR0.1
0K9A.L,EURONAV NPV
0K9E.L,HELLENIC EXCHANGES HLDGS EUR1.75
0K9H.L,FAES FARMA SA EUR0.1
0K9J.L,FIAT SPA DI RISP EUR5(NON CNV)
0K9L.L,FONDIARIA - SAI SPA EUR1 (DI RISP)
0K9N.L,RALLYE EUR3
0K9O.L,GEOX S.P.A. ORD EUR0.1
0K9P.L,GN STORE NORD DKK4
0K9U.L,HELLENIC PETROLEUM SA EUR2.18
0K9V.L,HAL TRUST CERTS(1 UNIT)
0K9W.L,HUHTAMAKI OYJ `I`NPV
0KA3.L,IPSOS EUR0.25
0KAB.L,KKR PRIVATE EQUITY INVESTORS COMMON UNITS
0KAV.L,ARNOLDO MONDADORI EDITORE SPA EUR0.26
0KAZ.L,MYTILINEOS HLDGS EUR0.60(REGD)
0KB3.L,NEXITY EUR5
0KBI.L,BANCA POPOLARE DELL`ETRURIA LAZIO EUR3
0KBK.L,SEAT-PAGINE GIALLE NPV
0KBL.L,PETROLEUM GEO SERVICES ASA NOK3
0KBQ.L,RATOS AB NPV SER `B`
0KBS.L,RECORDATI EUR0.125
0KBT.L,REDES ENERGETICAS NACIONAIS SGPS SA EUR1
0KBU.L,RHODIA EUR12
0KBV.L,REALIA BUSINESS SA ORD EUR0.24
0KBY.L,RENTA 4 SERVICIOS DE INVERSION SA EUR0.4
0KBZ.L,REXEL PROMESSES EUR5
0KC4.L,SEA STAR CAPITAL PLC EUR0.04
0KCC.L,SLIGRO FOOD GROUP NV EUR0.06
0KCD.L,SOLARIA ENERGIA Y MEDIO AMBIENTE SA EUR0.01
0KCI.L,SSAB(SVENSKT STAL)AB SER`B`NPV
0KCK.L,STORA ENSO OYJ SER`R`NPV(STOCKHOLM ONLY)
0KCP.L,TESSENDERLO CHEMIE NPV
0KD1.L,TUBACEX EUR0.45
0KD2.L,TUBOS REUNIDOS SA EUR0.10
0KDD.L,VOCENTO SA EUR0.20
0KDK.L,BARCO(NEW) NPV
0KED.L,INFINEON TECHNOLOGIES AG ORD NPV
0KEF.L,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KEI.L,BAYERISCHE MOTOREN WERKE AG NON VTG PREF EUR1
0KEJ.L,LYXOR INTL ASSET MANAGEMENT ETF DJ STOXX 600 BANKS EUR ACC NAV
0KEP.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF EURO CASH
0KEQ.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF LEVERAGED DJ EURO STOXX 50
0KEZ.L,LYXOR INTL ASSET MANAGEMENT LYXOR ETF WORLD WATER
0KF5.L,DAIMLER AG ORD NPV(REGD)
0KFE.L,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KFH.L,REVENIO GROUP CORP EUR0.30
0KFU.L,SODIFRANCE NPV (ASNT 08/05/09 HP2M CASH)
0KFX.L,DANONE ORD EUR0.25
0KFZ.L,KOSTENETZ JSC-KOSTENETZ BGN1
0KG0.L,TIETO OYJ ORD NPV
0KGE.L,BULGARI RESERVE PROPERTIES REIT-SOF BGN1
0KGQ.L,UNITED INTERNATIONAL ENTERPRISE COM STK USD10
0KGY.L,BTS GROUP AB NPV`B`
0KHE.L,SONGA OFFSHORE EUR0.11
0KHH.L,GEOX S.P.A. ORD EUR0.1
0KHZ.L,IVG IMMOBILIEN AG NPV
0KI5.L,UPONOR OYJ NPV
0KII.L,SSAB AB SER`A`NPV
0KIZ.L,NEW WAVE GROUP AB SER`B`NPV
0KJ7.L,IBERSOL SGPS SA EUR1
0KJD.L,MARINA PORTOROC NPV
0KLO.L,PORTUCEL-EMPRESA PRODUTORA DE PASTA EUR1
0KSA.L,POL-AQUA S.A. PLN1
0KSX.L,RUCH S.A. PLN1
0KUR.L,PSI AG ORD NPV
0KUV.L,ATARI EUR1
0KUY.L,PNE WIND AG NPV(REGD)
0KV7.L,TOMRA SYSTEMS ASA NOK1
0KVR.L,KLOEKNER & CO NPV
0KVV.L,EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1
0KX9.L,GLOBAL TENDER BARGES ASA NOK0.60
0KXO.L,PLAMA PUR NPV
0KYY.L,AEGEK SA EUR0.32
0KZA.L,MOTORS LIQUIDATION CO USD1.666
0L8Z.L,CONTEXTVISION AB SEK0.25
0L91.L,GRUPO EMPRESARIAL SAN JOSE SA EUR0.03
0L9E.L,CREDIT SUISSE GROUP CHF0.04
0L9F.L,LUNDIN MINING CORP SDR-EACH REPR 1 COM NPV
0L9G.L,AP MOLLER-MAERSK A/S `B`DKK1000
0L9J.L,QUANMAX AG EUR1
0L9Q.L,FISKARS AB OY NPV
0L9Z.L,KABE NUSVAGNAR SER`B`NPV
0LBF.L,VALE SA ADR REPR 1 ORD SHS NPV SPON
0LBM.L,TRASMISSIONE ELETTRICITA RETE NAZIO ORD EUR0.22
0LBY.L,MONTE NPV
0LC3.L,PHYLAXIA 1912 HLDG HUF200
0LC6.L,CPU SOFTWAREHOUSE AG NPV
0LCR.L,FUCHS PETROLUB AG NON VTG PRF NPV
0LCX.L,PETROLEUM GEO SERVICES ASA NOK3
0LD0.L,GDF SUEZ EUR1
0LD4.L,EAG-BETEILIGUNGS AG NPV
0LD5.L,FOURLIS HLDG EUR1
0LGI.L,HAVILA SHIPPING NOK25
0LN7.L,AIR FRANCE - KLM EUR8.50(REGD)
0LNF.L,UNILEVER NV CVA EUR0.16
0LNG.L,KONINKLIJKE PHILIPS ELECTRONICS NV EUR0.20
0LNJ.L,VASTNED RETAIL EUR5
0LNQ.L,BAM GROEP NV(KONINKLIJKE) ORD EUR0.10
0LNT.L,FUGRO NV EUR0.05
0LO3.L,WESSANEN(KONINKLIJKE)NV CVA EUR1(POST CONSOLIDATION)
0LO4.L,WOLTERS-KLUWER NV CVA EUR0.12
0LO6.L,C.S.M NV EUR0.25
0LO7.L,AALBERTS INDUSTRIES EUR0.25
0LO9.L,AMG ADVANCED METALLURGICAL GROUP N. EUR0.02
0LOA.L,KONINKLIJKE AHOLD NV EUR0.30
0LOD.L,REED ELSEVIER NV EUR0.07
0LOE.L,SUPER DE BOER NV ORD EUR1.30
0LP3.L,IMPRESA SGPS SA EUR0.5
0LP5.L,MULINSAR SA SICAV EUR10
0LQ1.L,CONTINENTAL AG NPV
0LQ4.L,KRONES AG ORD NPV
0LR2.L,AMPLI PLN1
0LRI.L,JUMBO SA EUR1.4
0LRK.L,BANKIER PLN1
0LRL.L,ULMA CONSTRUCCION SA PLN2
0LS8.L,CENTRAL EUROPEAN DISTRIBUTION CORP COM STK USD0.01
0LSL.L,CYFROWY POLSAT SA PLN0.04
0LSO.L,CERSANIT-KRASNYSTAW PLN0.10
0LTG.L,ENERGOPOL PLN4
0LTI.L,ENERGOMONTAZ POLNOC PLN3.5
0LUG.L,INTERNETOWY DOM MAKLERSKI S.A. PLN0.1
0LUS.L,IRENA(HUTA SZKLA)SA PLN3
0LV3.L,GRUPA KETY SA PLN2.5
0LVJ.L,LENA LIGHTING S.A. PLN0.05
0LVK.L,LENTEX PLN2.05
0LVL.L,LPP SA PLN2
0LW9.L,M.W. TRADE S.A. PLN0.1
0LWG.L,NFI JUPITER PLN0.1
0LWH.L,NFI PROGRESS PLN0.10
0LX1.L,OPTIMUS SA PLN1
0LXB.L,POLISH ENERGY PARTNERS SA PLN2
0LXC.L,PEPEES PLN0.06
0LY1.L,QUMAK-SEKOM PLN1
0M09.L,ROCKWOOL INTERNATIONAL SER`A`DKK10
0M0A.L,ROCKWOOL INTERNATIONAL `B`SHS DKK10
0M0E.L,ERCROS SA EUR1.60
0M0Q.L,SOS CORPORACION ALIMENTARIA SA EUR1.5025
0M29.L,BULGARIAN RIVER SHIPPING EAD BGN1
0M2N.L,ORION CORPORATION SER`A`NPV
0M2O.L,ORION CORPORATION SER`B`NPV
0M2Q.L,TELEFONAKTIEBOLAGET LM ERICSSON NPV SER`A`
0M2Z.L,STATOIL ASA NOK2.50
0M3Q.L,BEFIMMO SCA NPV SICAFI
0M40.L,TALLINK GROUP AS EEK10
0M42.L,FERROVIAL SA ORD EUR0.2
0M5J.L,DET NORSKE OLJESELSKAP ASA NOK0.20
0M5U.L,IMPRESA SGPS SA EUR0.5
0M69.L,OTP BANK HUF100
0M6I.L,HEIJMANS ORD
0M6J.L,H & H INTERNATIONAL `B` DKK100
0M6P.L,S.E.S.SA FIDUCIARY DR EACH REP 1`A`SHS NPV
0M6S.L,ALLIANZ SE ORD SHS NPV(REGD)
0M6U.L,BIF(HUNGARY) HUF100
0M8V.L,PHILIP MORRIS INTERNATIONAL INC NPV
0M8Y.L,FORMPIPE SOFTWARE AB NPV
0M9A.L,HANNOVER RUECKVERSICHERUNGS AG ORD NPV(REGD)
0MB2.L,KME GROUP SPA NPV
0MC5.L,PUBLIC POWER CORP S.A. EUR4.60
0MCB.L,EWORK SCANDINAVIA AB NPV
0MCG.L,HAMBORNER REIT AG NPV
0MCJ.L,SVENSKA CELLULOSA AB-SCA SER`A`NPV
0MCK.L,SVENSKA CELLULOSA AB-SCA SER`B`NPV
0MDB.L,MAREL HF ISK1
0MDS.L,ARYZTA AG CHF0.02
0MDT.L,ELECTROLUX AB SER`B`NPV
0MDX.L,PARKEN SPORT & ENTERTAINMENT DKK20
0MEC.L,NORDEX AG NPV(POST REVERSE-SPLIT)
0MEL.L,DECEUNINCK NPV
0MET.L,KONECRANES OYJ NPV
0MFA.L,ARISE WINDPOWER
0MFU.L,AGFA GEVAERT NV ORD NPV
0MFW.L,KBC ANCORA CVA NPV
0MFY.L,ARYZTA AG CHF0.02
0MG0.L,AAREAL BANK EUR26
0MG1.L,FIELMANN AG NPV
0MG2.L,HEIDELBERGCEMENT AG NPV
0MG5.L,ELRINGKLINGER AG NPV
0MGB.L,GENMAB AS DKK1(BR)
0MGC.L,NKT HLDG AS DKK20
0MGD.L,JYSKE BANK AS DKK10
0MGE.L,SYDBANK AS DKK10
0MGG.L,KEMIRA OYJ NPV
0MGH.L,CARGOTEC CORPORATION NPV ORD `B`
0MGI.L,OUTOTEC OYJ NPV
0MGJ.L,VICAT EUR4
0MGL.L,M6-METROPOLE TELEVISION EUR0.40
0MGO.L,JC DECAUX SA NPV
0MGP.L,BIC EUR3.82
0MGR.L,FAURECIA EUR7
0MGS.L,SEB SA EUR1
0MGV.L,ERAMET EUR3.05
0MH1.L,BUREAU VERITAS EUR0.12
0MH6.L,IPSEN EUR1
0MHC.L,ERG SPA EUR0.10
0MHD.L,ACEA SPA EUR5.16
0MHJ.L,AZIMUT HLDG SPA ORD NPV
0MHM.L,SCHIBSTED ASA NOK1
0MHP.L,DNO INTERNATIONAL ASA NOK0.25
0MHQ.L,SEVAN MARINE AS ORD NOK0.2
0MHR.L,PETROLEUM GEO SERVICES ASA NOK3
0MHT.L,PEAB AB SER`B`NPV
0MHU.L,INDUSTRIVARDEN AB SER`C`NPV
0MHW.L,VOLVO(AB) SER`A`NPV
0MHZ.L,SSAB AB SER`B`NPV
0MI0.L,AUTOLIV INC USD1 SDR
0MI3.L,JM AB NPV
0MIP.L,CA IMMOBILIEN ANLAGEN AG NPV
0MIU.L,IMMOEAST AG NPV(BR)
0MJ1.L,PALFINGER AG NPV
0MJ9.L,SPARKASSEN IMMOBILIENANLAGEN AG NPV
0MJF.L,VOEST-ALPINE AG NPV
0MJH.L,ZUMTOBEL AG EUR10
0MJK.L,ERSTE GROUP BANK AG NPV
0MJT.L,ANTENA 3 TELEVISION EUR0.75
0MJX.L,AKER ASA SER `A` NOK28
0MJZ.L,ANDRITZ AG NPV (POST SPLIT)
0MK3.L,BINCKBANK NV EUR0.10
0MK8.L,LOQUS HOLDINGS PLC EUR0.232937
0MKA.L,CATALANA OCCIDENTE SA DE SEGUROS EUR0.30
0MKF.L,OCE NV EUR0.50
0MKG.L,OBRASCON HUARTE LAIN SA EUR0.60
0MKH.L,OMV AG NPV
0MKJ.L,PROLOGIS EUROPEAN PROPERTIES UNITS
0MKK.L,OESTERREICHISCHE POST AG NPV
0MKL.L,RAIFFEISEN INTERNATIONAL BANK-HLDG NPV (REGD)
0MKM.L,SLIGRO FOOD GROUP NV EUR0.06
0MKN.L,SMIT INTERNATIONALE EUR2.30
0MKO.L,SOL MELIA S.A. EUR0.20
0MKP.L,STRABAG SE NPV
0MKS.L,TOMTOM NV NPV
0MKT.L,TECNICAS REUNIDAS EUR0.1
0MKV.L,OESTERREICHISCHE ELEKTRIZITATS AG CLASS`A`NPV
0MKW.L,VISCOFAN ENVOLTURAS CELULOSICAS SA EUR0.30
0MKX.L,VOEST-ALPINE AG NPV
0MKY.L,WAVIN NV EUR0.05
0MKZ.L,WIENERBERGER AG NPV
0ML0.L,SONAE SGPS SA EUR1
0ML1.L,EDP RENOVAVEIS SA EUR5
0ML3.L,MEVAK AS EUR33.19
0MLC.L,BEEF-SAN ZAKLADY MIESNE SA PLN1
0MLG.L,ANDRE TRIGANO EUR4
0MLJ.L,
0MLU.L,XACT OMX30 ETF
0MLV.L,REALTY VAILOG S.P.A. NPV
0MLY.L,SKYEUROPE HOLDING AG EUR1
0MM3.L,CETECO HLDGS NV CVA(PART-EXCH)NLG10
0MMA.L,BALDA AG NPV
0MN5.L,SWORD GROUP EUR1 (POST CONSOLIDATION)
0MNC.L,RTL GROUP NPV
0MNJ.L,DYSON GROUP ORD GBP0.25
0MNK.L,KPNQWEST EUR0.50 SER`C`
0MNL.L,ASSECO SLOVAKIA EUR0.033
0MNN.L,AQUA PLN16
0MNU.L,MICRONIC MYDATA AB NPV
0MO3.L,CENTRAL EUROPEAN DISTRIBUTION CORP COM STK USD0.01
0MO6.L,KPNQWEST EUR0.50 SER`C`
0MO8.L,SEABIRD EXPLORATION LTD USD0.01
0MOB.L,KEYYO EUR0.32(POST CONSOL)
0MOC.L,AQUA PLN16
0MOF.L,AGEAS NV NPV
0MOH.L,TANDBERG ASA NOK1(NEW)
0MOL.L,SAFILO GROUP EUR5
0MOZ.L,BAYERISCHE MOTOREN WERKE AG EUR1
0MP0.L,DEUTSCHE POSTBANK AG NPV
0MP1.L,DEUTSCHE TELEKOM AG NPV(REGD)
0MP2.L,DEUTSCHE EFFECTEN&WECHSEL-BETELL AG NPV
0MP3.L,E.ON AG NPV
0MPH.L,DEUTSCHE TELEKOM AG NPV(REGD)
0MPJ.L,GEA GROUP AG NPV
0MPL.L,SGL CARBON SE NPV
0MPM.L,METRO AG NPV
0MPP.L,E.ON AG NPV
0MPQ.L,LEONI AG NPV
0MPT.L,BRENNTAG AG NPV
0MQ0.L,NORTH MEDIA AS DKK5
0MQ1.L,KIT DIGITAL INC USD0.0001
0MQ2.L,P/F BAKKAFROST DKK1
0MQ4.L,SETFORGE EUR30
0MQC.L,TTS GROUP ASA NOK0.50
0MQG.L,MICRONIC MYDATA AB NPV
0MQT.L,MOTOR OIL SA EUR0.30(CR)
0MR4.L,BYGGMAX GROUP AB NPV
0MR6.L,CHR HANSEN HOLD
0MRH.L,AVALON INNOVATION AB SER`B`NPV
0MRI.L,FASHION BOX EUR0.30
0MRL.L,ALITA LTL1
0MRM.L,BANG & OLUFSEN HLDG DKK10 `B`
0MRP.L,HEIDELBERGER DRUCKMASCHINEN AG NPV
0MRS.L,BOIZEL CHANOINE CHAMPAGNE EUR5
0MS5.L,S.A.G.A. EUR7(REGD)
0MS7.L,TANDBERG ASA NOK1(NEW)
0MSD.L,COMPUGROUP MEDICAL AG NPV
0MSE.L,NYESA VALORES CORPORACION SA EUR1.2
0MSJ.L,TGS NOPEC GEOPHYSICAL CO ASA NOK0.25
0MT6.L,STAKEHOLDERS` MOMENTUM INV TST PLC ORD GBP0.25
0MT8.L,DRAEGERWERK AG & CO KGAA RFD 01/01/10
0MTD.L,SWEDISH ORPHAN BIOVITRUM AB NPV
0MTH.L,ALAPIS SA EUR0.30
0MTJ.L,LIMELIGHT VCT ORD GBP0.10
0MTK.L,INTERVEST OFFICES ORD NPV
0MTQ.L,WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MTR.L,LIMELIGHT VCT ORD GBP0.10
0MTW.L,CRYO-SAVE GROUP NV ORD EUR0.10
0MTZ.L,NOVABASE SGPS SA EUR0.5(REGD)
0MU2.L,WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MU6.L,BANCA POPOLARE DELL`EMILIA ROMAGNA EUR3
0MUF.L,CENIT AG NPV
0MUJ.L,TOTAL SYSTEMS ORD GBP0.05
0MUM.L,EDENRED ORD
0MUN.L,IREN SPA EUR1
0MV2.L,FREENET AG NPV
0MV4.L,PHILIP MORRIS(CZ) CZK1000
0MV5.L,VT GROUP ORD GBP0.05
0MV6.L,LAURENT-PERRIER EUR3.8
0MV8.L,TECHNICOLOR SA EUR0.10
0MV9.L,HELLENIC EXCHANGES HLDGS EUR1.75
0MVM.L,SII EUR2
0MVY.L,SFC ENERGY AG NPV
0MW2.L,STOCKMANN AB(OY) `B`EUR2
0MW7.L,LEGRAND PROMESSE EUR4
0MWI.L,STALLERGENES EUR1
0MWK.L,LINDAB INTL AB NPV
0MYY.L,POWSZECHNY ZAKLAD UBEZPIECZEN SA PLN1
0MYZ.L,STROER OUT-OF-HOME MEDIA AG NPV
0MZX.L,VIENNA INSURANCE GROUP NPV
0N08.L,PANORO ENERGY ASA SEK1.46
0N2C.L,WERELDHAVE BELGIUM NPV
0N2Q.L,BIJOU BRIGITTE NPV
0N2R.L,CHRIST WATER TECHNOLOGY AG NPV
0N2Z.L,VOSSLOH AG NPV
0N4I.L,DANIELI & C DI RISP EUR1(NON CV)
0N4J.L,EDISON SPA DI RISP EUR1
0N4Y.L,COLRUYT SA NPV
0N54.L,A2A SPA EUR0.52
0N5H.L,ADLER REAL ESTATE AG NPV
0N5Z.L,ALTAMIR AMBOISE EUR6
0N61.L,AMPLIFON EUR0.02
0N6B.L,ARCADIS NV EUR0.02
0N6K.L,AVANQUEST SOFTWARE SA EUR1
0N6O.L,BASIC NET SPA EUR0.52
0N70.L,BIOTEST AG NON VTG PRF DEM5
0N75.L,BONDUELLE EUR7
0N7D.L,BURE EQUITY NPV
0N7I.L,CAIRO COMMUNICATIONS EUR0.052
0N7N.L,COMPAGNIE DES ALPES NPV
0N8F.L,CEWE COLOR HOLDING AG NPV
0N9F.L,EINHELL GERMANY AG NON VTG PREF NPV
0N9G.L,ENDESA SA EUR1.2(REGD)
0N9K.L,ELMOS SEMICONDUCTOR AG NPV
0N9O.L,EMAK EUR0.26
0N9S.L,ENI EUR1
0N9V.L,ESSO(FRANCAISE) EUR7.65
0N9Z.L,EVS BROADCAST EQUIPMENT NPV
0NA0.L,EXEL INDUSTRIES SA EUR2.5
0NBD.L,HEINEKEN HLDG ORD EUR1.6
0NBI.L,HAMBURGER HAFEN UND LOGISTIK AG NPV (REGD)
0NBX.L,IFIS EUR1
0NC0.L,IMMOBEL NPV
0NC5.L,INVESTOR AB SER`A`NPV
0NC6.L,INVESTOR AB SER`B`NPV
0NCA.L,IVU TRAFFIC TECHNOLOGIES AG NPV
0NCV.L,LENZING AG NPV
0ND2.L,LPKF LASER & ELECTRONICS AG NPV
0ND5.L,LUNDBECK(H) A/S DKK5
0NDA.L,MANITOU EUR1
0NDP.L,MLP AG NPV
0NDV.L,MORPHOSYS NPV
0NE1.L,MEDIASET SPA EUR0.52
0NE2.L,MONDO TV SPA EUR0.5
0NEL.L,LNC PROMESSES EUR1
0NES.L,ORIOLA-KD CORPORATION SER`B`NPV
0NEX.L,ORPEA EUR2.5
0NEY.L,USU SOFTWARE AG NPV
0NF3.L,PAION AG NPV(BR)
0NFS.L,ESPRINET EUR0.15(POST SUBDIVISION)
0NG6.L,ADENOR GROUP NPV(POST SPLIT)
0NG8.L,BANIMMO NPV
0NGP.L,HOME INVEST BELGIUM NPV
0NHV.L,RECTICEL NPV
0NI1.L,RHEINMETALL AG NPV
0NIF.L,SMA SOLAR TECHNOLOGY AG NPV (BR)
0NIJ.L,SAES GETTERS EUR0.52
0NIQ.L,SARTORIUS NPV
0NIR.L,SARTORIUS NON VTG PFD NPV
0NIS.L,SBM OFFSHORE N.V. EUR0.25
0NJ5.L,SAFILO GROUP EUR5
0NJP.L,SOL EUR0.52
0NJQ.L,SOPRA GROUP EUR4
